Date,Price
10/15/2014,379.769989
10/16/2014,380.480011
10/17/2014,390.880005
10/18/2014,387.279999
10/19/2014,380.390015
10/20/2014,382.350006
10/21/2014,378.929993
10/22/2014,355.779999
10/23/2014,355.100006
10/24/2014,346.720001
10/25/2014,348.670013
10/27/2014,350.089996
10/28/2014,351.059998
10/29/2014,335.119995
10/30/2014,344.859985
10/31/2014,337.869995
11/1/2014,325.429993
11/2/2014,322.549988
11/3/2014,324.23999
11/4/2014,327.959991
11/5/2014,338.01001
11/6/2014,347.670013
11/7/2014,341.869995
11/8/2014,343.540009
11/9/2014,362.040009
11/10/2014,367.149994
11/11/2014,365.420013
11/12/2014,432.029999
11/13/2014,428.720001
11/14/2014,396.529999
11/15/2014,374.859985
11/16/2014,385.609985
11/17/2014,384.690002
11/18/2014,379.160004
11/19/2014,381.429993
11/20/2014,357.299988
11/21/2014,351.769989
11/22/2014,352.01001
11/23/2014,365.850006
11/24/2014,378.850006
11/25/2014,376.429993
11/26/2014,365.350006
11/27/2014,368.829987
11/28/2014,377.589996
11/29/2014,376.279999
11/30/2014,374.929993
12/1/2014,378.609985
12/2/2014,380.640015
12/3/2014,376.959991
12/4/2014,369.839996
12/5/2014,377.630005
12/6/2014,376.26001
12/7/2014,376.470001
12/8/2014,364.950012
12/9/2014,352.190002
12/10/2014,347.940002
12/11/2014,347.679993
12/12/2014,353.399994
12/13/2014,348.23999
12/14/2014,349.350006
12/15/2014,345.369995
12/16/2014,330.220001
12/17/2014,320.019989
12/18/2014,310.339996
12/19/2014,317.779999
12/20/2014,330.350006
12/21/2014,322.630005
12/22/2014,330.839996
12/23/2014,335.25
12/24/2014,322.399994
12/25/2014,318.98999
12/26/2014,329.980011
12/27/2014,315.339996
12/28/2014,316.529999
12/29/2014,314.119995
12/30/2014,311.269989
12/31/2014,318.23999
1/1/2015,314.890015
1/2/2015,315.209991
1/3/2015,287.130005
1/4/2015,264.720001
1/5/2015,274.839996
1/6/2015,282.269989
1/7/2015,291.339996
1/8/2015,282.690002
1/9/2015,287.970001
1/10/2015,273.350006
1/11/2015,264.769989
1/12/2015,269.329987
1/13/2015,221.289993
1/14/2015,164.919998
1/15/2015,209.779999
1/16/2015,206.919998
1/17/2015,199.649994
1/18/2015,210.619995
1/19/2015,215.869995
1/20/2015,210.550003
1/21/2015,228.169998
1/22/2015,232.699997
1/23/2015,232.169998
1/24/2015,248.160004
1/25/2015,252.089996
1/26/2015,269.179993
1/27/2015,263.269989
1/28/2015,236.169998
1/29/2015,233.990005
1/30/2015,231.839996
1/31/2015,218.509995
2/1/2015,225.289993
2/2/2015,238.860001
2/3/2015,227.410004
2/4/2015,226.580002
2/5/2015,216.520004
2/6/2015,222.960007
2/7/2015,227.679993
2/8/2015,223.669998
2/9/2015,220.339996
2/10/2015,219.669998
2/11/2015,218.830002
2/12/2015,221.789993
2/13/2015,236.169998
2/14/2015,258.640015
2/15/2015,233.270004
2/16/2015,235.830002
2/17/2015,243.199997
2/18/2015,235.199997
2/19/2015,241.919998
2/20/2015,244.520004
2/21/2015,244.410004
2/22/2015,235.729996
2/23/2015,238.820007
2/24/2015,238.889999
2/25/2015,237.330002
2/26/2015,236.529999
2/27/2015,253.470001
2/28/2015,254.059998
3/1/2015,257.940002
3/2/2015,273.75
3/3/2015,280.649994
3/4/2015,271.920013
3/5/2015,275.230011
3/6/2015,272.559998
3/7/2015,274.910004
3/8/2015,274.48999
3/9/2015,290.019989
3/10/2015,291.369995
3/11/2015,295.600006
3/12/2015,293.850006
3/13/2015,287.209991
3/14/2015,281.600006
3/15/2015,284.880005
3/16/2015,290.410004
3/17/2015,285.380005
3/18/2015,255.919998
3/19/2015,260.929993
3/20/2015,261.779999
3/21/2015,259.709991
3/22/2015,268.570007
3/23/2015,265.459991
3/24/2015,246.720001
3/25/2015,246.369995
3/26/2015,248.020004
3/27/2015,247.210007
3/28/2015,252.020004
3/29/2015,242.080002
3/29/2015,246.789993
3/30/2015,244.149994
3/31/2015,246.240005
4/1/2015,252.600006
4/2/2015,254.479996
4/3/2015,252.889999
4/4/2015,259.640015
4/5/2015,254.970001
4/6/2015,252.970001
4/7/2015,244.570007
4/8/2015,243.320007
4/9/2015,234.729996
4/10/2015,236.479996
4/11/2015,235.850006
4/12/2015,223.589996
4/13/2015,217.990005
4/14/2015,222.970001
4/15/2015,227.979996
4/16/2015,222.589996
4/17/2015,223.350006
4/18/2015,223.020004
4/19/2015,224.240005
4/20/2015,233.729996
4/21/2015,233.779999
4/22/2015,235.399994
4/23/2015,231.089996
4/24/2015,226.139999
4/25/2015,218.699997
4/26/2015,228.960007
4/27/2015,225.809998
4/28/2015,225.419998
4/29/2015,235.770004
4/30/2015,233.210007
5/1/2015,235.339996
5/2/2015,239.990005
5/3/2015,238.970001
5/4/2015,235.820007
5/5/2015,230.029999
5/6/2015,237.729996
5/7/2015,243.740005
5/8/2015,241.399994
5/9/2015,239.960007
5/10/2015,241.809998
5/11/2015,241.580002
5/12/2015,236.380005
5/13/2015,236.899994
5/14/2015,237.199997
5/15/2015,236.229996
5/16/2015,236.300003
5/17/2015,232.639999
5/18/2015,232.020004
5/19/2015,233.960007
5/20/2015,235.380005
5/21/2015,240.369995
5/22/2015,238.940002
5/23/2015,240.979996
5/24/2015,237.410004
5/25/2015,237.839996
5/26/2015,237.289993
5/27/2015,237.320007
5/28/2015,237.029999
5/29/2015,233.220001
5/30/2015,229.839996
5/31/2015,223.139999
6/1/2015,225.740005
6/2/2015,225.589996
6/3/2015,224.220001
6/4/2015,225.289993
6/5/2015,224.740005
6/6/2015,223.470001
6/7/2015,228.570007
6/8/2015,229.559998
6/9/2015,228.789993
6/10/2015,229.880005
6/11/2015,230.460007
6/12/2015,232.479996
6/13/2015,233.75
6/14/2015,237
6/15/2015,249.820007
6/16/2015,247.380005
6/17/2015,248.440002
6/18/2015,244.130005
6/19/2015,244.979996
6/20/2015,244.100006
6/21/2015,247.460007
6/22/2015,243.759995
6/23/2015,240.559998
6/24/2015,242.559998
6/25/2015,242.949997
6/26/2015,250.729996
6/27/2015,248.880005
6/28/2015,256.970001
6/29/2015,264.119995
6/30/2015,257.619995
7/1/2015,254.880005
7/2/2015,255.399994
7/3/2015,260.549988
7/4/2015,270.140015
7/5/2015,269.079987
7/6/2015,266.209991
7/7/2015,268.640015
7/8/2015,269.140015
7/9/2015,283.619995
7/10/2015,291.970001
7/11/2015,310.440002
7/12/2015,290.350006
7/13/2015,286.959991
7/14/2015,283.420013
7/15/2015,276.589996
7/16/2015,279.619995
7/17/2015,274.049988
7/18/2015,273.179993
7/19/2015,277.679993
7/20/2015,275.089996
7/21/2015,276.459991
7/22/2015,275.519989
7/23/2015,288.369995
7/24/2015,288.73999
7/25/2015,291.769989
7/26/2015,293.01001
7/27/2015,293.700012
7/28/2015,288.369995
7/29/2015,287.019989
7/30/2015,283.730011
7/31/2015,280.470001
8/1/2015,281.359985
8/2/2015,281.579987
8/3/2015,284.299988
8/4/2015,281.720001
8/5/2015,278
8/6/2015,277.890015
8/7/2015,258.600006
8/8/2015,263.869995
8/9/2015,263.299988
8/10/2015,269.029999
8/11/2015,267.660004
8/12/2015,263.440002
8/13/2015,265.029999
8/14/2015,260.519989
8/15/2015,257.119995
8/16/2015,257.130005
8/17/2015,246.720001
8/18/2015,226
8/19/2015,234.660004
8/20/2015,232.399994
8/21/2015,229.539993
8/22/2015,226.75
8/23/2015,211.429993
8/24/2015,220.509995
8/25/2015,224.970001
8/26/2015,222.729996
8/27/2015,231.639999
8/28/2015,228.5
8/29/2015,228.399994
8/30/2015,229.470001
8/31/2015,227.179993
9/1/2015,228.630005
9/2/2015,226.199997
9/3/2015,230.25
9/4/2015,233.669998
9/5/2015,239.860001
9/6/2015,239.580002
9/7/2015,243.240005
9/8/2015,237.410004
9/9/2015,238.080002
9/10/2015,239.899994
9/11/2015,235.600006
9/12/2015,230.190002
9/13/2015,229.910004
9/14/2015,229.529999
9/15/2015,228.600006
9/16/2015,232.720001
9/17/2015,232.210007
9/18/2015,231.110001
9/19/2015,231.089996
9/20/2015,226.330002
9/21/2015,230.009995
9/22/2015,229.889999
9/23/2015,233.759995
9/24/2015,235.029999
9/25/2015,234.300003
9/26/2015,232.5
9/27/2015,238.869995
9/28/2015,236.710007
9/29/2015,235.929993
9/30/2015,237.050003
10/1/2015,236.710007
10/2/2015,238.580002
10/3/2015,238.330002
10/4/2015,240.149994
10/5/2015,246.139999
10/6/2015,242.979996
10/7/2015,242.580002
10/8/2015,244.039993
10/9/2015,245.350006
10/10/2015,247.649994
10/11/2015,245.350006
10/12/2015,248.779999
10/13/2015,252.330002
10/14/2015,254.440002
10/15/2015,262.869995
10/16/2015,269.579987
10/17/2015,261.670013
10/18/2015,263.820007
10/19/2015,269.75
10/20/2015,267.109985
10/21/2015,274.420013
10/22/2015,276.920013
10/23/2015,282.559998
10/24/2015,287.859985
10/26/2015,285.149994
10/27/2015,294.660004
10/28/2015,303.540009
10/29/2015,313.630005
10/30/2015,327.119995
10/31/2015,311.23999
11/1/2015,322.950012
11/2/2015,359.279999
11/3/2015,396.48999
11/4/2015,400.890015
11/5/2015,382.700012
11/6/2015,369.809998
11/7/2015,385.089996
11/8/2015,371.559998
11/9/2015,380.220001
11/10/2015,336.690002
11/11/2015,304.709991
11/12/2015,333.850006
11/13/2015,333.769989
11/14/2015,331.769989
11/15/2015,317.450012
11/16/2015,330.209991
11/17/2015,333.910004
11/18/2015,335.920013
11/19/2015,324.980011
11/20/2015,321.119995
11/21/2015,324.700012
11/22/2015,322.779999
11/23/2015,322.119995
11/24/2015,318.350006
11/25/2015,327.519989
11/26/2015,353.73999
11/27/2015,359.519989
11/28/2015,355.829987
11/29/2015,370.839996
11/30/2015,377.970001
12/1/2015,361.799988
12/2/2015,359.980011
12/3/2015,360.309998
12/4/2015,361.670013
12/5/2015,386.690002
12/6/2015,393.380005
12/7/2015,394.279999
12/8/2015,410.670013
12/9/2015,416
12/10/2015,415.48999
12/11/2015,449.829987
12/12/2015,432.290009
12/13/2015,434.690002
12/14/2015,442
12/15/2015,462.649994
12/16/2015,453.980011
12/17/2015,455.529999
12/18/2015,463.179993
12/19/2015,461.200012
12/20/2015,441.779999
12/21/2015,437.589996
12/22/2015,437.029999
12/23/2015,442.429993
12/24/2015,452.980011
12/25/2015,454.049988
12/26/2015,415.369995
12/27/2015,422.390015
12/28/2015,421.76001
12/29/2015,431.920013
12/30/2015,427.149994
12/31/2015,429.950012
1/1/2016,433.98999
1/2/2016,433.720001
1/3/2016,430.700012
1/4/2016,433.320007
1/5/2016,431.200012
1/6/2016,430.820007
1/7/2016,457.049988
1/8/2016,452.869995
1/9/2016,448.309998
1/10/2016,446.190002
1/11/2016,447.720001
1/12/2016,445.040009
1/13/2016,432.179993
1/14/2016,429.130005
1/15/2016,372.26001
1/16/2016,385.040009
1/17/2016,382.470001
1/18/2016,384.399994
1/19/2016,379.459991
1/20/2016,414.579987
1/21/2016,410.23999
1/22/2016,382.649994
1/23/2016,388.609985
1/24/2016,402.130005
1/25/2016,392.76001
1/26/2016,389.779999
1/27/2016,395.019989
1/28/2016,379.690002
1/29/2016,380.290009
1/30/2016,377.76001
1/31/2016,369.839996
2/1/2016,372.179993
2/2/2016,373.920013
2/3/2016,368.019989
2/4/2016,390.649994
2/5/2016,386.459991
2/6/2016,376.679993
2/7/2016,377.940002
2/8/2016,372.630005
2/9/2016,375.320007
2/10/2016,381.880005
2/11/2016,379.450012
2/12/2016,384.040009
2/13/2016,390.100006
2/14/2016,405.5
2/15/2016,401.070007
2/16/2016,406.420013
2/17/2016,417.140015
2/18/2016,421.399994
2/19/2016,419.980011
2/20/2016,440.059998
2/21/2016,437.869995
2/22/2016,437.790009
2/23/2016,419.899994
2/24/2016,422.720001
2/25/2016,423.480011
2/26/2016,427.320007
2/27/2016,431.299988
2/28/2016,432.470001
2/29/2016,436.209991
3/1/2016,434.040009
3/2/2016,425.359985
3/3/2016,419.559998
3/4/2016,409.480011
3/5/2016,399
3/6/2016,405.959991
3/7/2016,414.869995
3/8/2016,411.899994
3/9/2016,412.76001
3/10/2016,415.829987
3/11/2016,419.109985
3/12/2016,410.359985
3/13/2016,412.410004
3/14/2016,414.309998
3/15/2016,415.130005
3/16/2016,415.910004
3/17/2016,418.160004
3/18/2016,408.160004
3/19/2016,408.690002
3/20/2016,411.529999
3/21/2016,411.109985
3/22/2016,416.209991
3/23/2016,416.980011
3/24/2016,414.73999
3/25/2016,415.709991
3/26/2016,416.51001
3/27/2016,424.570007
3/27/2016,422.209991
3/28/2016,415
3/29/2016,412.440002
3/30/2016,415.660004
3/31/2016,415.640015
4/1/2016,418.51001
4/2/2016,419.059998
4/3/2016,419.329987
4/4/2016,422.070007
4/5/2016,421.26001
4/6/2016,420.140015
4/7/2016,417.690002
4/8/2016,418.049988
4/9/2016,420.25
4/10/2016,421.429993
4/11/2016,424.73999
4/12/2016,423.470001
4/13/2016,424.019989
4/14/2016,428.670013
4/15/2016,430.049988
4/16/2016,426.26001
4/17/2016,427.690002
4/18/2016,434.920013
4/19/2016,441.160004
4/20/2016,449.339996
4/21/2016,445.279999
4/22/2016,450.079987
4/23/2016,457.559998
4/24/2016,461.730011
4/25/2016,466
4/26/2016,447.01001
4/27/2016,448.480011
4/28/2016,454.980011
4/29/2016,448.529999
4/30/2016,452.23999
5/1/2016,444.179993
5/2/2016,450.269989
5/3/2016,445.799988
5/4/2016,448.079987
5/5/2016,459.559998
5/6/2016,458.459991
5/7/2016,457.869995
5/8/2016,460.440002
5/9/2016,449.359985
5/10/2016,452.5
5/11/2016,454.429993
5/12/2016,455.410004
5/13/2016,456.440002
5/14/2016,458.109985
5/15/2016,454.869995
5/16/2016,453.25
5/17/2016,454.220001
5/18/2016,442.660004
5/19/2016,442.109985
5/20/2016,443.640015
5/21/2016,439.619995
5/22/2016,443.690002
5/23/2016,446.109985
5/24/2016,449.779999
5/25/2016,453.299988
5/26/2016,474.049988
5/27/2016,524.219971
5/28/2016,516.049988
5/29/2016,532.26001
5/30/2016,528.919983
5/31/2016,537.400024
6/1/2016,537.099976
6/2/2016,567.030029
6/3/2016,571.950012
6/4/2016,574.909973
6/5/2016,583.580017
6/6/2016,575.580017
6/7/2016,580.51001
6/8/2016,574.690002
6/9/2016,577.890015
6/10/2016,591.599976
6/11/2016,666.549988
6/12/2016,700.070007
6/13/2016,685.140015
6/14/2016,690.77002
6/15/2016,761.210022
6/16/2016,743.900024
6/17/2016,753.77002
6/18/2016,761.039978
6/19/2016,733.969971
6/20/2016,667.380005
6/21/2016,590.559998
6/22/2016,620.840027
6/23/2016,656.890015
6/24/2016,663.52002
6/25/2016,625.409973
6/26/2016,644.659973
6/27/2016,644.890015
6/28/2016,636.539978
6/29/2016,670.02002
6/30/2016,674.570007
7/1/2016,698.059998
7/2/2016,661.640015
7/3/2016,675.159973
7/4/2016,663.669983
7/5/2016,672.700012
7/6/2016,635.25
7/7/2016,662.780029
7/8/2016,651.830017
7/9/2016,647.109985
7/10/2016,646.710022
7/11/2016,670.559998
7/12/2016,661.150024
7/13/2016,657.25
7/14/2016,664.200012
7/15/2016,660.690002
7/16/2016,676.330017
7/17/2016,670.380005
7/18/2016,671.099976
7/19/2016,664.400024
7/20/2016,664.619995
7/21/2016,651.109985
7/22/2016,655.159973
7/23/2016,659.289978
7/24/2016,654
7/25/2016,654.380005
7/26/2016,654.539978
7/27/2016,654.130005
7/28/2016,655.429993
7/29/2016,654.73999
7/30/2016,621.869995
7/31/2016,607
8/1/2016,513.429993
8/2/2016,566.440002
8/3/2016,576.219971
8/4/2016,574.659973
8/5/2016,586.450012
8/6/2016,590.849976
8/7/2016,589.23999
8/8/2016,585.25
8/9/2016,590.940002
8/10/2016,587.840027
8/11/2016,587.140015
8/12/2016,584.590027
8/13/2016,569.059998
8/14/2016,566.950012
8/15/2016,580.190002
8/16/2016,572.340027
8/17/2016,573.390015
8/18/2016,574.559998
8/19/2016,582.609985
8/20/2016,580.659973
8/21/2016,587.469971
8/22/2016,583.559998
8/23/2016,579.659973
8/24/2016,577.960022
8/25/2016,579.369995
8/26/2016,570.349976
8/27/2016,574.97998
8/28/2016,574.22998
8/29/2016,577.320007
8/30/2016,573.880005
8/31/2016,571.98999
9/1/2016,575.289978
9/2/2016,598.840027
9/3/2016,609.549988
9/4/2016,605.76001
9/5/2016,610.440002
9/6/2016,613.210022
9/7/2016,625.570007
9/8/2016,623.159973
9/9/2016,624.52002
9/10/2016,605.609985
9/11/2016,607.97998
9/12/2016,608.609985
9/13/2016,609.539978
9/14/2016,608.109985
9/15/2016,607.780029
9/16/2016,607.080017
9/17/2016,610.700012
9/18/2016,609.849976
9/19/2016,609.23999
9/20/2016,597.159973
9/21/2016,595.630005
9/22/2016,602.919983
9/23/2016,602.590027
9/24/2016,601.48999
9/25/2016,606.539978
9/26/2016,605.469971
9/27/2016,604.669983
9/28/2016,604.700012
9/29/2016,608.140015
9/30/2016,613.409973
10/1/2016,610.690002
10/2/2016,611.599976
10/3/2016,608.960022
10/4/2016,611.820007
10/5/2016,610.969971
10/6/2016,616.030029
10/7/2016,617.650024
10/8/2016,615.77002
10/9/2016,617.289978
10/10/2016,640.450012
10/11/2016,635.98999
10/12/2016,635.599976
10/13/2016,637.919983
10/14/2016,637.030029
10/15/2016,640.119995
10/16/2016,637.369995
10/17/2016,635.340027
10/18/2016,629.059998
10/19/2016,628.340027
10/20/2016,630.450012
10/21/2016,655.47998
10/22/2016,653.030029
10/23/2016,650.48999
10/24/2016,651
10/25/2016,674.669983
10/26/2016,682.299988
10/27/2016,686.23999
10/28/2016,714.950012
10/29/2016,697.27002
10/31/2016,698.669983
11/1/2016,726.76001
11/2/2016,733.51001
11/3/2016,684.869995
11/4/2016,702.080017
11/5/2016,702.109985
11/6/2016,709.909973
11/7/2016,705.400024
11/8/2016,710.900024
11/9/2016,721.419983
11/10/2016,714.570007
11/11/2016,714.969971
11/12/2016,704.27002
11/13/2016,701.969971
11/14/2016,704.559998
11/15/2016,711.099976
11/16/2016,740.280029
11/17/2016,737.530029
11/18/2016,746.960022
11/19/2016,747.890015
11/20/2016,728.51001
11/21/2016,736.190002
11/22/2016,749.340027
11/23/2016,741.070007
11/24/2016,735.309998
11/25/2016,740.390015
11/26/2016,734.140015
11/27/2016,729.419983
11/28/2016,733.299988
11/29/2016,732.559998
11/30/2016,742.48999
12/1/2016,752.630005
12/2/2016,770.940002
12/3/2016,764.23999
12/4/2016,766.390015
12/5/2016,754.340027
12/6/2016,758.210022
12/7/2016,765.559998
12/8/2016,768.48999
12/9/2016,770.47998
12/10/2016,774
12/11/2016,767.909973
12/12/2016,778.469971
12/13/2016,778.73999
12/14/2016,776.5
12/15/2016,775.210022
12/16/2016,782.049988
12/17/2016,787.169983
12/18/2016,789.01001
12/19/2016,789.789978
12/20/2016,799.099976
12/21/2016,829.210022
12/22/2016,860.150024
12/23/2016,917.169983
12/24/2016,891.070007
12/25/2016,891.070007
12/26/2016,898.380005
12/27/2016,925.780029
12/28/2016,972.169983
12/29/2016,971.080017
12/30/2016,959.039978
12/31/2016,963.380005
1/1/2017,995.440002
1/2/2017,1017.049988
1/3/2017,1033.300049
1/4/2017,1135.410034
1/5/2017,989.349976
1/6/2017,886.159973
1/7/2017,888.869995
1/8/2017,900.859985
1/9/2017,899.780029
1/10/2017,904.369995
1/11/2017,785.429993
1/12/2017,810.109985
1/13/2017,824.830017
1/14/2017,819.630005
1/15/2017,821.169983
1/16/2017,827.340027
1/17/2017,899.659973
1/18/2017,872.030029
1/19/2017,895.210022
1/20/2017,892.909973
1/21/2017,919.840027
1/22/2017,918.840027
1/23/2017,921.460022
1/24/2017,893.75
1/25/2017,894.409973
1/26/2017,915.559998
1/27/2017,918.01001
1/28/2017,918.51001
1/29/2017,914.549988
1/30/2017,920.72998
1/31/2017,965.48999
2/1/2017,982.429993
2/2/2017,1003.969971
2/3/2017,1013.02002
2/4/2017,1031.849976
2/5/2017,1016.109985
2/6/2017,1024.670044
2/7/2017,1049.560059
2/8/2017,1055.48999
2/9/2017,978.960022
2/10/2017,997.609985
2/11/2017,1008.320007
2/12/2017,996.52002
2/13/2017,995.359985
2/14/2017,1008.340027
2/15/2017,1008.190002
2/16/2017,1031.930054
2/17/2017,1049.410034
2/18/2017,1052.280029
2/19/2017,1048.890015
2/20/2017,1077.560059
2/21/2017,1119.030029
2/22/2017,1120.459961
2/23/2017,1171.910034
2/24/2017,1176.48999
2/25/2017,1149.050049
2/26/2017,1171.579956
2/27/2017,1188.829956
2/28/2017,1189.27002
3/1/2017,1222.660034
3/2/2017,1255.469971
3/3/2017,1283.300049
3/4/2017,1264.319946
3/5/2017,1271.219971
3/6/2017,1277.01001
3/7/2017,1232.689941
3/8/2017,1146.969971
3/9/2017,1191.329956
3/10/2017,1112.390015
3/11/2017,1179.219971
3/12/2017,1225.109985
3/13/2017,1238.189941
3/14/2017,1243.140015
3/15/2017,1253.430054
3/16/2017,1172.880005
3/17/2017,1071.709961
3/18/2017,971.380005
3/19/2017,1022.599976
3/20/2017,1047.51001
3/21/2017,1121.290039
3/22/2017,1044.719971
3/23/2017,1035.030029
3/24/2017,939.700012
3/25/2017,966.299988
3/26/2017,969.440002
3/26/2017,1045.140015
3/27/2017,1044.420044
3/28/2017,1041.900024
3/29/2017,1037.910034
3/30/2017,1079.109985
3/31/2017,1086.119995
4/1/2017,1097.400024
4/2/2017,1147.560059
4/3/2017,1141.77002
4/4/2017,1129.869995
4/5/2017,1188.699951
4/6/2017,1190.48999
4/7/2017,1180.780029
4/8/2017,1204.339966
4/9/2017,1206.709961
4/10/2017,1220.73999
4/11/2017,1212.530029
4/12/2017,1176.199951
4/13/2017,1177.329956
4/14/2017,1176.98999
4/15/2017,1176.800049
4/16/2017,1194.01001
4/17/2017,1206.089966
4/18/2017,1215.199951
4/19/2017,1238.089966
4/20/2017,1249.640015
4/21/2017,1240.890015
4/22/2017,1249.140015
4/23/2017,1248.180054
4/24/2017,1264.310059
4/25/2017,1286.630005
4/26/2017,1332.910034
4/27/2017,1329.619995
4/28/2017,1336.280029
4/29/2017,1351.910034
4/30/2017,1415.810059
5/1/2017,1445.930054
5/2/2017,1485.550049
5/3/2017,1516.76001
5/4/2017,1507.77002
5/5/2017,1545.290039
5/6/2017,1554.449951
5/7/2017,1664.469971
5/8/2017,1697.5
5/9/2017,1752.310059
5/10/2017,1819.290039
5/11/2017,1686.390015
5/12/2017,1763.73999
5/13/2017,1772.550049
5/14/2017,1708.920044
5/15/2017,1729.339966
5/16/2017,1801.300049
5/17/2017,1880.98999
5/18/2017,1962
5/19/2017,2040.180054
5/20/2017,2044.189941
5/21/2017,2124.409912
5/22/2017,2272.580078
5/23/2017,2445.280029
5/24/2017,2307.219971
5/25/2017,2244.889893
5/26/2017,2052.429932
5/27/2017,2189.02002
5/28/2017,2278.209961
5/29/2017,2192.550049
5/30/2017,2303.340088
5/31/2017,2412.649902
6/1/2017,2492.600098
6/2/2017,2545.429932
6/3/2017,2524.060059
6/4/2017,2704.959961
6/5/2017,2870.5
6/6/2017,2691.51001
6/7/2017,2798.780029
6/8/2017,2811.429932
6/9/2017,2900.25
6/10/2017,2973.449951
6/11/2017,2656.77002
6/12/2017,2712.98999
6/13/2017,2467.27002
6/14/2017,2442.459961
6/15/2017,2508.580078
6/16/2017,2655.100098
6/17/2017,2539.560059
6/18/2017,2616.820068
6/19/2017,2754.379883
6/20/2017,2677.620117
6/21/2017,2722.840088
6/22/2017,2710.370117
6/23/2017,2590.050049
6/24/2017,2541.620117
6/25/2017,2446.050049
6/26/2017,2583.75
6/27/2017,2577.73999
6/28/2017,2558.370117
6/29/2017,2480.610107
6/30/2017,2424.610107
7/1/2017,2536.459961
7/2/2017,2572.469971
7/3/2017,2617.320068
7/4/2017,2627.860107
7/5/2017,2614.23999
7/6/2017,2513.879883
7/7/2017,2564.860107
7/8/2017,2511.429932
7/9/2017,2344.02002
7/10/2017,2324.290039
7/11/2017,2403.090088
7/12/2017,2362.439941
7/13/2017,2234.169922
7/14/2017,1975.079956
7/15/2017,1914.089966
7/16/2017,2233.389893
7/17/2017,2320.22998
7/18/2017,2282.580078
7/19/2017,2866.02002
7/20/2017,2675.080078
7/21/2017,2836.530029
7/22/2017,2756.610107
7/23/2017,2763.419922
7/24/2017,2582.580078
7/25/2017,2559.209961
7/26/2017,2691.879883
7/27/2017,2806.75
7/28/2017,2733.5
7/29/2017,2766.48999
7/30/2017,2883.27002
7/31/2017,2746.98999
8/1/2017,2720.530029
8/2/2017,2809.98999
8/3/2017,2878.48999
8/4/2017,3262.800049
8/5/2017,3232.030029
8/6/2017,3401.909912
8/7/2017,3429.379883
8/8/2017,3348.790039
8/9/2017,3425.669922
8/10/2017,3654.370117
8/11/2017,3871.620117
8/12/2017,4062.600098
8/13/2017,4327.939941
8/14/2017,4161.660156
8/15/2017,4387.399902
8/16/2017,4278.919922
8/17/2017,4105.370117
8/18/2017,4150.450195
8/19/2017,4066.600098
8/20/2017,4005.100098
8/21/2017,4089.699951
8/22/2017,4141.089844
8/23/2017,4318.350098
8/24/2017,4364.410156
8/25/2017,4352.299805
8/26/2017,4345.75
8/27/2017,4390.310059
8/28/2017,4597.310059
8/29/2017,4583.02002
8/30/2017,4735.109863
8/31/2017,4921.850098
9/1/2017,4573.799805
9/2/2017,4612.919922
9/3/2017,4267.450195
9/4/2017,4409.080078
9/5/2017,4618.709961
9/6/2017,4635.600098
9/7/2017,4326.450195
9/8/2017,4335.129883
9/9/2017,4245.890137
9/10/2017,4217.899902
9/11/2017,4158.919922
9/12/2017,3870.290039
9/13/2017,3243.080078
9/14/2017,3713.76001
9/15/2017,3698.919922
9/16/2017,3689.610107
9/17/2017,4100.279785
9/18/2017,3907.959961
9/19/2017,3882.159912
9/20/2017,3617.27002
9/21/2017,3600.830078
9/22/2017,3788.02002
9/23/2017,3667.52002
9/24/2017,3932.830078
9/25/2017,3892.699951
9/26/2017,4212.200195
9/27/2017,4195.649902
9/28/2017,4172.790039
9/29/2017,4360.620117
9/30/2017,4403.089844
10/1/2017,4401.319824
10/2/2017,4314.180176
10/3/2017,4218.660156
10/4/2017,4321.439941
10/5/2017,4371.939941
10/6/2017,4435.810059
10/7/2017,4611.700195
10/8/2017,4777.490234
10/9/2017,4763.359863
10/10/2017,4824.200195
10/11/2017,5432.620117
10/12/2017,5637.259766
10/13/2017,5824.709961
10/14/2017,5688.140137
10/15/2017,5759.330078
10/16/2017,5598.580078
10/17/2017,5575.830078
10/18/2017,5698.649902
10/19/2017,5993.109863
10/20/2017,6006.649902
10/21/2017,5982.859863
10/22/2017,5903.609863
10/23/2017,5513.080078
10/24/2017,5734
10/25/2017,5887.609863
10/26/2017,5764.560059
10/27/2017,5726.609863
10/28/2017,6147.52002
10/30/2017,6124.279785
10/31/2017,6451.240234
11/1/2017,6737.779785
11/2/2017,7024.810059
11/3/2017,7152.120117
11/4/2017,7363.799805
11/5/2017,7389.549805
11/6/2017,6959.22998
11/7/2017,7102.75
11/8/2017,7444.359863
11/9/2017,7129.589844
11/10/2017,6565.799805
11/11/2017,6339.859863
11/12/2017,5878.129883
11/13/2017,6522.450195
11/14/2017,6597.060059
11/15/2017,7283.220215
11/16/2017,7853.680176
11/17/2017,7699.950195
11/18/2017,7780.910156
11/19/2017,8042.640137
11/20/2017,8244.69043
11/21/2017,8099.970215
11/22/2017,8234.549805
11/23/2017,8013.410156
11/24/2017,8200.799805
11/25/2017,8754.69043
11/26/2017,9318.419922
11/27/2017,9733.200195
11/28/2017,9906.040039
11/29/2017,9837.860352
11/30/2017,9946.759766
12/1/2017,10861.46973
12/2/2017,10912.73047
12/3/2017,11246.20996
12/4/2017,11623.91016
